bank_partner,country_code,currency_supported,payment_rail,average_completion_time_in_seconds,number_of_failures_per_thousand_transactions,active,routing_code,operating_hours,is_weekend,cost_in_us_cents,discounted_cost_in_us_cents,discount_rule,transaction_date
Sparkasse,DE,EUR,ELIXIR,2955,15,True,MMSHGBJF,08:00-16:00,False,232,232,,2025-04-21 20:57:26
First Direct,UK,GBP,CHAPS,1929,6,True,ITYKGB86,08:00-16:00,False,282,282,,2025-01-06 07:10:55
First Direct,UK,GBP,CHAPS,875,15,True,YJTHGB06,08:00-16:00,False,318,318,,2025-02-19 09:42:31
Landesbank Hessen-Th�ringen,DE,EUR,SEPA,499,10,True,UBMXGB9IH1Y,00:00-23:59,False,22,22,,2025-01-08 11:33:14
Midwest Bank,US,USD,Fedwire,2842,17,True,972767631,08:30-17:00,False,2609,2609,,2025-01-16 05:58:55
BMO Harris Bank,US,USD,Fedwire,2420,10,True,938850813,08:30-17:00,False,2521,2421,$1 off per 50 txn,2025-04-07 10:59:48
Kuwait Bank,KW,DKK,DOMESTIC_RAIL,2994,7,True,WWVCGBFDZ3D,08:00-17:00,True,142,142,,2025-02-22 05:18:47
TARGOBANK,DE,EUR,SEPA,2207,18,True,EZSJGBZMB0I,00:00-23:59,False,155,155,,2025-02-26 07:57:27
Bank of Maharashtra,IN,INR,UPI,1652,12,True,IN5704424092,00:00-23:59,False,155,155,,2025-04-17 10:40:03
Indian Overseas Bank,IN,INR,RTGS,1039,2,True,IN7801664852,00:00-23:59,False,2700,2700,,2025-01-20 10:26:23
ING,DE,EUR,SEPA,1038,1,True,HIOTGBCQ,00:00-23:59,True,190,190,,2025-01-11 07:27:51
New Bank of India,IN,INR,IMPS,1444,0,True,IN0423881999,00:00-23:59,True,1607,1607,,2025-01-18 06:04:03
N26,DE,EUR,SEPA,2949,2,True,MVRXGBY0,00:00-23:59,False,48,48,,2025-01-23 00:01:47
Barclays,UK,GBP,DIRECT,2658,12,True,GLDKGB0X,00:00-23:59,False,165,165,,2025-01-31 03:36:26
Liberty Bank,US,USD,ACH,2538,3,True,841397392,00:00-23:59,False,117,67,50 cent discount,2025-01-09 23:25:15
Halifax,UK,GBP,DIRECT,1010,18,True,HKSCGBM9,00:00-23:59,False,83,83,,2025-03-05 23:14:21
New York Community Bancorp,US,USD,CHIPS,2134,8,True,604175843,00:00-23:59,False,1120,1120,,2025-01-21 15:16:35
Indian Overseas Bank,IN,INR,IMPS,2416,10,True,IN0786050020,00:00-23:59,False,1590,1590,,2025-02-25 12:32:56
Nationwide,UK,USD,CHAPS,2000,16,False,VIPUGBZ3,08:00-16:00,False,1285,1285,,2025-04-11 22:29:31
Lloyds Banking Group,UK,USD,DIRECT,1182,2,True,TLOAGBB6GNF,00:00-23:59,False,1053,1053,,2025-02-20 15:21:50
National Kuwait Bank,KW,DKK,DOMESTIC_RAIL,466,6,True,PSHYGBKKE2H,08:00-17:00,True,1495,1046,30% weekend discount,2025-04-12 20:53:41
Bank of Hawaii,US,USD,CHIPS,558,2,True,036194081,00:00-23:59,False,1101,1101,,2025-04-15 00:19:07
Lloyds Banking Group,UK,GBP,CHAPS,3153,5,True,NNZDGB1R,08:00-16:00,False,1238,1238,,2025-02-13 10:55:29
Bank of Ireland,UK,GBP,DIRECT,511,20,True,RFIBGBSO,00:00-23:59,False,183,183,,2025-03-04 16:13:16
Central Bank of India,IN,INR,RTGS,2190,14,True,IN1954390410,00:00-23:59,False,2678,2678,,2025-02-27 13:13:38
Fifth Third Bank,US,USD,CHIPS,2977,11,False,243111907,00:00-23:59,False,1061,1061,,2025-04-14 13:14:53
National Guyana Bank,GY,RWF,DOMESTIC_RAIL,2645,19,True,QWPEGBD8,08:00-17:00,True,268,268,,2025-03-08 19:30:51
Heritage Bank,US,USD,ACH,1208,13,True,838341651,00:00-23:59,False,164,114,50 cent discount,2025-02-26 17:40:23
Postbank,DE,EUR,SEPA,2922,2,True,ZSWEGBEUYYY,00:00-23:59,False,104,104,,2025-02-26 06:48:51
SunTrust Bank,US,USD,Fedwire,1218,11,True,494195614,08:30-17:00,False,2527,2527,,2025-04-04 10:25:04
KeyBank,US,USD,Fedwire,2423,9,True,003151210,08:30-17:00,False,2516,2516,,2025-04-16 17:05:01
NatWest,UK,GBP,CHAPS,1219,14,True,RPVSGB4Q,08:00-16:00,False,341,341,,2025-02-17 02:55:01
UniCredit Bank AG,DE,EUR,SEPA,811,15,True,UFENGBZU,00:00-23:59,False,164,164,,2025-03-05 20:05:48
Sri Lanka Bank,LK,EUR,DOMESTIC_RAIL,1790,14,True,EHNDGBAB,08:00-17:00,False,1295,1295,,2025-03-07 03:38:38
Guyana Bank,GY,RWF,DOMESTIC_RAIL,573,9,True,ETRXGBGX5Q0,08:00-17:00,False,179,179,,2025-03-07 13:11:20
NatWest,UK,GBP,CHAPS,1169,18,True,WSEYGBD7GQI,08:00-16:00,False,176,176,,2025-03-28 23:36:30
National Kuwait Bank,KW,DKK,DOMESTIC_RAIL,1653,9,True,NCFTGB761FX,08:00-17:00,False,214,214,,2025-04-23 20:19:49
UCO Bank,IN,INR,NEFT,2284,3,True,IN8358038714,08:00-19:00,True,174,122,30% weekend discount,2025-02-15 13:29:41
Great Western Bank,US,USD,Fedwire,2252,5,True,578137653,08:30-17:00,False,2534,2534,,2025-03-27 08:51:19
Umpqua Bank,US,USD,CHIPS,3431,5,False,635266987,00:00-23:59,False,1118,1118,,2025-03-21 22:22:14
Guyana Bank,GY,RWF,DOMESTIC_RAIL,2385,17,True,ZQNBGB4P,08:00-17:00,False,169,169,,2025-01-10 14:06:54
Bank of India,IN,INR,RTGS,479,13,True,IN7171858968,00:00-23:59,True,2567,2567,,2025-02-23 06:35:09
Sri Lanka Bank,LK,LKR,DOMESTIC_RAIL,391,11,True,DENBGBH4,08:00-17:00,False,253,253,,2025-03-24 06:58:47
National Kuwait Bank,KW,DKK,DOMESTIC_RAIL,832,15,True,USHXGB2C,08:00-17:00,True,293,293,,2025-03-30 02:27:34
Landesbank Baden-W�rttemberg,DE,EUR,SEPA,2460,15,True,UBSYGB7HMPF,00:00-23:59,False,77,77,,2025-01-09 23:12:47
Regions Bank,US,USD,CHIPS,1911,15,False,728784077,00:00-23:59,True,1118,783,30% weekend discount,2025-01-04 16:08:10
Volksbank,DE,EUR,ELIXIR,1646,20,True,MQRLGB0P,08:00-16:00,False,322,322,,2025-01-28 07:03:08
Avenues Bank,US,USD,ACH,1148,18,True,315307626,00:00-23:59,False,73,73,,2025-03-25 17:52:30
Guyana Bank,GY,RWF,DOMESTIC_RAIL,3037,8,True,JDJHGBRT,08:00-17:00,True,148,148,,2025-02-15 16:23:56
Postbank,DE,EUR,ELIXIR,1134,17,False,DKXFGBFU5OF,08:00-16:00,False,340,340,,2025-03-24 14:56:10
Metro Bank,UK,GBP,CHAPS,1826,14,False,MKIEGBY66ZI,08:00-16:00,True,162,162,,2025-04-06 00:32:03
Community Financial Bank,US,USD,Fedwire,2419,18,False,606702606,08:30-17:00,True,2581,2581,,2025-01-18 04:17:27
Provident Bank,US,USD,CHIPS,1938,4,True,850744355,00:00-23:59,False,1120,1120,,2025-03-25 15:43:52
Yes Bank,IN,INR,UPI,1630,8,False,IN6521557099,00:00-23:59,False,70,70,,2025-03-07 07:46:10
Deutsche Bank,DE,EUR,SEPA,1034,7,True,BQBPGBMPC9S,00:00-23:59,True,156,156,,2025-03-16 22:04:33
IDBI Bank,IN,INR,NEFT,1265,7,True,IN4617824970,08:00-19:00,True,229,229,,2025-03-23 19:11:27
ING,DE,EUR,SEPA,1414,4,True,IWMNGBO5,00:00-23:59,False,57,57,,2025-02-06 06:31:47
ICICI Bank,IN,INR,RTGS,1310,19,True,IN0663628217,00:00-23:59,True,2612,2612,,2025-01-19 09:18:19
National Guyana Bank,GY,RWF,DOMESTIC_RAIL,1891,8,True,PCFHGBO0,08:00-17:00,False,199,199,,2025-01-29 07:16:05
IDBI Bank,IN,INR,RTGS,312,16,True,IN8456548632,00:00-23:59,False,2604,2604,,2025-01-28 13:52:19
ICICI Bank,IN,INR,IMPS,1022,15,True,IN2517970590,00:00-23:59,False,1641,1591,50 cent discount,2025-01-09 21:31:15
NatWest,UK,GBP,DIRECT,867,20,True,BLDHGB32QPK,00:00-23:59,False,129,129,,2025-01-27 00:44:53
IDBI Bank,IN,INR,NEFT,650,4,True,IN7115366795,08:00-19:00,True,82,82,,2025-03-16 21:58:08
Union Bank of India,IN,INR,NEFT,2526,2,False,IN7924655031,08:00-19:00,False,64,64,,2025-04-21 13:25:37
Huntington Bank,US,USD,CHIPS,768,20,True,535821113,00:00-23:59,True,1154,1154,,2025-03-16 15:05:09
Sri Lanka Bank,LK,USD,DOMESTIC_RAIL,813,3,True,KUGGGB9SV0J,08:00-17:00,True,1251,876,30% weekend discount,2025-03-08 18:06:08
Royal Bank of Scotland,UK,USD,DIRECT,2511,7,True,UIQAGBW4GA9,00:00-23:59,False,1175,1175,,2025-03-24 09:47:34
Midwest Bank,US,USD,ACH,1017,9,True,177166606,00:00-23:59,True,88,88,,2025-03-02 06:35:27
State Bank of India (SBI),IN,INR,IMPS,3036,19,True,IN8989808730,00:00-23:59,False,1574,1574,,2025-04-15 21:17:19
Deutsche Kreditbank Aktiengesellschaft,DE,EUR,SEPA,2375,9,False,XZTLGB8W,00:00-23:59,False,98,98,,2025-02-20 02:18:21
Andhra Bank,IN,INR,RTGS,2357,12,False,IN9180474435,00:00-23:59,True,2544,1781,30% weekend discount,2025-03-02 12:39:00
US Bank,US,USD,CHIPS,2128,12,True,858397933,00:00-23:59,True,1012,1012,,2025-04-20 11:37:39
First Direct,UK,EUR,CHAPS,3007,20,True,FSNWGB5T,08:00-16:00,True,1277,1277,,2025-02-15 08:16:25
Santander UK,UK,GBP,DIRECT,1610,4,True,XJRZGBA8,00:00-23:59,False,54,54,,2025-01-22 15:45:55
UCO Bank,IN,INR,IMPS,951,5,True,IN8957953289,00:00-23:59,False,1519,1519,,2025-02-07 12:26:20
Signature Bank,US,USD,ACH,934,20,False,355620770,00:00-23:59,False,62,62,,2025-01-07 13:26:03
Chase,US,USD,CHIPS,3477,11,True,410891360,00:00-23:59,False,1052,1052,,2025-03-26 08:55:40
UniCredit Bank AG,DE,EUR,ELIXIR,3004,4,True,XXUDGBD3,08:00-16:00,False,1244,1244,,2025-02-18 08:50:46
Syndicate Bank,IN,INR,RTGS,1107,7,True,IN7024837655,00:00-23:59,True,2546,1782,30% weekend discount,2025-02-09 21:32:11
Community Bank,US,USD,CHIPS,1016,6,True,917916364,00:00-23:59,False,1187,1187,,2025-01-27 05:51:25
National Guyana Bank,GY,RWF,DOMESTIC_RAIL,1361,11,True,CMCUGBVO,08:00-17:00,False,264,264,,2025-04-01 21:10:20
Kuwait Bank,KW,USD,DOMESTIC_RAIL,592,9,True,AWWGGBLM,08:00-17:00,False,1112,1062,50 cent discount,2025-04-01 08:20:16
Sparkasse,DE,EUR,SEPA,1670,9,False,HLJVGB76IQP,00:00-23:59,True,69,69,,2025-02-08 15:31:34
Chase,US,USD,ACH,2667,14,False,935867844,00:00-23:59,False,194,94,$1 off per 50 txn,2025-01-21 20:20:22
First Bank,US,USD,ACH,1798,9,True,586102891,00:00-23:59,True,209,146,30% weekend discount,2025-01-26 09:10:35
UniCredit Bank AG,DE,EUR,SEPA,1668,20,True,AXDUGB37,00:00-23:59,True,181,181,,2025-01-26 03:28:54
First Bank,US,USD,ACH,1350,14,True,056002247,00:00-23:59,True,95,95,,2025-01-05 14:35:26
Axis Bank,IN,INR,UPI,3309,2,False,IN3375175662,00:00-23:59,False,69,69,,2025-01-01 12:42:11
Deutsche Bank,DE,EUR,SEPA,900,18,True,FGJKGBXP92F,00:00-23:59,True,68,68,,2025-03-15 19:09:42
Syndicate Bank,IN,INR,UPI,3268,3,True,IN3358514725,00:00-23:59,False,115,115,,2025-03-28 19:32:22
Landesbank Baden-W�rttemberg,DE,EUR,ELIXIR,3319,2,True,GFZUGBVVLXI,08:00-16:00,False,342,342,,2025-02-10 02:03:31
Fidor Bank,DE,EUR,ELIXIR,2066,20,True,MQVRGBTU,08:00-16:00,True,162,162,,2025-04-06 02:08:40
Kotak Mahindra Bank,IN,INR,IMPS,1967,5,True,IN3533648856,00:00-23:59,True,1512,1512,,2025-04-13 11:47:06
Fidor Bank,DE,EUR,SEPA,3547,13,False,XKDHGBCHLKU,00:00-23:59,True,96,96,,2025-01-19 21:27:05
Kotak Mahindra Bank,IN,USD,RTGS,3095,19,False,IN4570378574,00:00-23:59,False,3574,3574,,2025-01-14 11:31:53
Guyana Bank,GY,RWF,DOMESTIC_RAIL,2726,14,True,ZVMBGBYWGWJ,08:00-17:00,True,222,222,,2025-02-15 20:04:47
Siemens Bank GmbH,DE,EUR,SEPA,300,11,True,OLTOGBKK,00:00-23:59,False,166,166,,2025-02-20 10:20:57
Commerzbank,DE,EUR,SEPA,1188,11,True,POLMGBH9U12,00:00-23:59,True,25,18,30% weekend discount,2025-02-01 09:05:17
Royal Bank of Scotland,UK,GBP,CHAPS,2219,20,True,DRGBGB2LFLS,08:00-16:00,False,191,191,,2025-02-20 06:00:32
Nationwide,UK,GBP,CHAPS,1771,6,True,YZBUGBPNXJD,08:00-16:00,False,1409,1409,,2025-04-18 07:59:53
Royal Bank of Scotland,UK,GBP,DIRECT,3172,1,True,WAJSGBUW,00:00-23:59,False,27,27,,2025-01-06 07:44:50
Chase,US,USD,CHIPS,2453,20,True,608416382,00:00-23:59,False,1186,1186,,2025-04-04 10:15:02
First Direct,UK,GBP,CHAPS,878,20,False,TEZQGBSIN8I,08:00-16:00,False,342,342,,2025-01-31 12:00:36
American Express Bank,US,USD,ACH,1741,9,True,085728169,00:00-23:59,False,62,62,,2025-04-18 10:06:41
Santander UK,UK,GBP,DIRECT,973,5,True,IYTPGBEO0M9,00:00-23:59,False,1162,1112,50 cent discount,2025-02-21 13:24:19
Bank of Maharashtra,IN,INR,RTGS,1267,16,True,IN1820048918,00:00-23:59,False,2515,2515,,2025-01-20 17:15:07
First Bank of the West,US,GBP,Fedwire,1266,5,True,606486336,08:30-17:00,False,3664,3664,,2025-03-04 00:09:18
HSBC,UK,GBP,DIRECT,318,1,True,CEYSGBSG,00:00-23:59,False,119,119,,2025-04-17 10:35:24
First Federal Bank of the Heartland,US,USD,Fedwire,2108,18,True,628736273,08:30-17:00,False,2658,2658,,2025-03-28 13:10:28
Indian Overseas Bank,IN,INR,RTGS,3183,18,True,IN6400029369,00:00-23:59,False,2566,2566,,2025-04-01 04:40:28
Syndicate Bank,IN,INR,RTGS,3472,4,True,IN6460796343,00:00-23:59,False,2526,2526,,2025-01-23 01:34:44
HSBC,UK,GBP,DIRECT,1291,2,True,ESLEGBFV2QJ,00:00-23:59,False,1263,1263,,2025-03-26 20:43:34
Kuwait Bank,KW,DKK,DOMESTIC_RAIL,2033,1,True,KASBGBBB,08:00-17:00,False,151,151,,2025-03-03 07:59:03
American Express,US,USD,CHIPS,2681,15,True,259208519,00:00-23:59,True,1094,766,30% weekend discount,2025-03-29 02:50:50
Liberty Bank,US,USD,CHIPS,2594,14,True,283173545,00:00-23:59,True,1046,1046,,2025-04-13 19:46:46
First Direct,UK,GBP,CHAPS,3268,5,False,LEWUGBLC,08:00-16:00,True,348,348,,2025-03-08 17:56:19
New Bank of India,IN,INR,IMPS,991,1,True,IN9037203289,00:00-23:59,True,1529,1529,,2025-03-22 02:04:35
Volksbank,DE,EUR,SEPA,3409,16,True,IPANGBKS,00:00-23:59,False,126,126,,2025-04-08 17:03:48
First Direct,UK,GBP,DIRECT,997,10,True,FATTGBPR96X,00:00-23:59,False,155,155,,2025-03-19 03:16:27
Union Bank of India,IN,INR,NEFT,1569,10,True,IN9767884487,08:00-19:00,False,124,124,,2025-01-14 07:31:08
KeyBank,US,USD,Fedwire,1336,20,True,129544568,08:30-17:00,False,2606,2606,,2025-04-16 09:20:40
Metro Bank,UK,EUR,DIRECT,3200,11,True,XZBGGBZ5RDF,00:00-23:59,True,1180,1180,,2025-02-02 03:10:26
Syndicate Bank,IN,INR,RTGS,2508,1,True,IN1965035001,00:00-23:59,True,2693,2693,,2025-01-04 10:19:07
Liberty Bank,US,USD,CHIPS,2429,19,True,882716355,00:00-23:59,True,1063,1063,,2025-02-01 03:53:21
New Bank of India,IN,INR,RTGS,3537,14,True,IN3609733828,00:00-23:59,False,2680,2680,,2025-04-22 08:51:57
Volksbank,DE,EUR,ELIXIR,973,7,True,ANYYGBY5,08:00-16:00,True,201,201,,2025-02-23 18:54:29
HSBC,UK,GBP,DIRECT,3385,0,True,GJXEGBNS,00:00-23:59,False,77,77,,2025-01-06 22:51:47
DZ Bank,DE,EUR,ELIXIR,3401,10,True,IMIUGBSJ2V7,08:00-16:00,False,339,289,50 cent discount,2025-01-08 16:10:49
Guyana Bank,GY,RWF,DOMESTIC_RAIL,3056,9,False,DIRNGBP4645,08:00-17:00,False,150,150,,2025-03-10 05:03:37
Volksbank,DE,EUR,SEPA,2758,3,True,HBRIGBENCQI,00:00-23:59,False,181,181,,2025-01-15 17:31:33
Wells Fargo,US,USD,ACH,2809,0,True,686233945,00:00-23:59,False,65,65,,2025-01-09 14:33:29
Bank of Ireland,UK,GBP,CHAPS,1437,2,True,RWZHGBB36V6,08:00-16:00,False,1400,1400,,2025-03-28 17:54:59
Fidelity Investments,US,USD,ACH,419,11,True,224019730,00:00-23:59,False,55,55,,2025-02-20 05:21:51
TARGOBANK,DE,EUR,ELIXIR,2094,19,True,VZBRGB5T,08:00-16:00,False,253,253,,2025-04-22 09:48:31
Fifth Third Bank,US,USD,Fedwire,1555,9,False,565586639,08:30-17:00,False,2556,2556,,2025-04-22 07:57:41
DZ Bank,DE,EUR,ELIXIR,2057,19,True,GOXDGBISJA0,08:00-16:00,False,190,190,,2025-02-14 15:24:54
Volksbank,DE,EUR,SEPA,481,0,True,AHEZGBMS,00:00-23:59,True,140,98,30% weekend discount,2025-03-29 00:52:09
HSBC,UK,GBP,CHAPS,501,17,False,EYKDGBXZ,08:00-16:00,True,214,214,,2025-04-06 16:31:51
ING,DE,EUR,SEPA,1246,16,True,BQQQGB51,00:00-23:59,False,207,207,,2025-03-07 19:49:23
Sparkasse,DE,EUR,ELIXIR,2469,2,True,CVSPGBHIZ1D,08:00-16:00,False,346,346,,2025-04-10 03:17:33
ICICI Bank,IN,INR,NEFT,437,18,True,IN2964457159,08:00-19:00,True,100,100,,2025-01-12 00:02:45
NatWest,UK,GBP,CHAPS,1632,0,True,ZUCOGB0FFMO,08:00-16:00,False,1265,1265,,2025-01-09 15:23:04
First Direct,UK,GBP,CHAPS,2649,0,True,TBLSGBZWNOG,08:00-16:00,True,267,267,,2025-01-25 19:25:30
National Sri Lanka Bank,LK,LKR,DOMESTIC_RAIL,3408,16,True,BEDFGBE3R5K,08:00-17:00,False,244,244,,2025-01-29 17:56:06
SunTrust Bank,US,USD,Fedwire,1637,14,True,491689927,08:30-17:00,False,2588,2588,,2025-02-27 12:19:41
TARGOBANK,DE,EUR,ELIXIR,560,2,False,RXIZGBW6,08:00-16:00,True,195,136,30% weekend discount,2025-03-22 08:22:06
NatWest,UK,GBP,DIRECT,311,16,True,JHZXGBNUIH4,00:00-23:59,True,54,54,,2025-04-05 01:43:55
Nationwide,UK,EUR,CHAPS,2865,7,True,DWMKGBGZ,08:00-16:00,True,1328,1328,,2025-02-01 10:03:06
Bank of Maharashtra,IN,INR,RTGS,3589,18,True,IN9265879016,00:00-23:59,False,2625,2625,,2025-01-27 22:34:19
Postbank,DE,EUR,ELIXIR,833,0,True,QJQDGBM2,08:00-16:00,True,339,339,,2025-01-26 04:14:51
Canara Bank,IN,INR,RTGS,1012,8,True,IN5453941331,00:00-23:59,False,2630,2630,,2025-03-07 11:52:28
Sri Lanka Bank,LK,LKR,DOMESTIC_RAIL,1834,14,True,XOWAGB30VZ7,08:00-17:00,False,190,140,50 cent discount,2025-04-14 17:52:36
IDBI Bank,IN,INR,UPI,361,2,True,IN8494481577,00:00-23:59,False,39,39,,2025-03-05 06:25:02
Fifth Third Bank,US,USD,ACH,860,16,True,480327515,00:00-23:59,False,152,152,,2025-01-13 15:33:14
Halifax,UK,GBP,CHAPS,2958,11,True,TBTMGBIL,08:00-16:00,True,1252,876,30% weekend discount,2025-02-09 21:13:29
Metro Bank,UK,GBP,DIRECT,2330,12,True,AGMEGB5HOWG,00:00-23:59,False,153,153,,2025-02-05 02:30:51
Landesbank Baden-W�rttemberg,DE,EUR,ELIXIR,1878,4,False,DQDFGB7D,08:00-16:00,False,277,277,,2025-02-19 03:32:19
Barclays,UK,EUR,SWIFT,8814,10,True,XGRUGBZISEO,00:00-23:59,False,2634,2634,,2025-02-05 21:44:16
Atom Bank PLC,UK,GBP,CHAPS,3565,18,False,XHZPGBQO,08:00-16:00,False,204,204,,2025-03-24 21:33:49
ABC International Bank plc,UK,GBP,CHAPS,1777,13,True,WUMWGBRX,08:00-16:00,True,215,215,,2025-03-16 07:49:31
ABC International Bank plc,UK,GBP,DIRECT,3094,18,True,EBLQGBT6,00:00-23:59,True,44,44,,2025-04-13 01:10:24
Metro Bank,UK,GBP,CHAPS,3010,11,True,GCRTGBII,08:00-16:00,False,169,169,,2025-01-09 14:17:12
First Bank of the West,US,USD,Fedwire,1574,20,True,123928647,08:30-17:00,False,2673,2673,,2025-03-17 06:19:20
New York Community Bancorp,US,USD,ACH,671,13,True,722233140,00:00-23:59,False,105,105,,2025-04-18 17:02:08
Lloyds Banking Group,UK,GBP,CHAPS,629,11,True,LCKIGBE9TC2,08:00-16:00,False,217,217,,2025-01-14 19:50:02
Atom Bank PLC,UK,GBP,CHAPS,3440,18,True,NIHIGBFBNXU,08:00-16:00,True,1363,954,30% weekend discount,2025-01-26 03:16:23
New York Community Bancorp,US,USD,Fedwire,2873,8,False,764296497,08:30-17:00,False,2697,2697,,2025-04-22 09:38:46
Andhra Bank,IN,INR,UPI,583,5,True,IN1270061191,00:00-23:59,True,11,8,30% weekend discount,2025-03-16 22:15:57
National Sri Lanka Bank,LK,LKR,DOMESTIC_RAIL,3569,18,True,SSOJGBB8S50,08:00-17:00,False,214,214,,2025-03-19 18:36:58
National Guyana Bank,GY,RWF,DOMESTIC_RAIL,2523,2,True,CBBAGBQK,08:00-17:00,False,214,214,,2025-03-03 06:00:25
Atom Bank PLC,UK,GBP,CHAPS,818,15,True,HJFTGB8Y,08:00-16:00,False,168,168,,2025-03-24 05:08:39
Kuwait Bank,KW,EUR,DOMESTIC_RAIL,756,5,False,ZWASGB7Y6S0,08:00-17:00,False,1175,1175,,2025-04-23 14:29:32
N26,DE,EUR,ELIXIR,363,6,True,KSJQGBDIMKU,08:00-16:00,False,217,217,,2025-04-17 07:53:42
Bank of America,US,USD,ACH,3441,10,False,887457881,00:00-23:59,False,55,55,,2025-03-13 12:08:42
Santander,DE,EUR,SEPA,2291,1,True,HUQBGB3BTC6,00:00-23:59,False,108,58,50 cent discount,2025-04-21 02:58:01
Fidelity Investments,US,USD,Fedwire,307,2,True,461937380,08:30-17:00,True,2530,2530,,2025-01-18 14:42:46
Bank of Hawaii,US,USD,ACH,1522,1,True,923797009,00:00-23:59,False,76,76,,2025-01-22 12:13:35
Volkswagen Bank,DE,EUR,ELIXIR,2759,20,False,RAMEGBQ8A02,08:00-16:00,False,215,215,,2025-02-17 16:39:58
Community Bank,US,USD,ACH,2066,15,True,749201370,00:00-23:59,False,181,181,,2025-04-04 17:17:49
National Guyana Bank,GY,RWF,DOMESTIC_RAIL,952,18,True,EQMPGBM1ZXR,08:00-17:00,False,285,285,,2025-03-04 02:30:01
Yes Bank,IN,INR,IMPS,2674,5,True,IN9747805148,00:00-23:59,True,1524,1524,,2025-03-02 16:40:11
IndusInd Bank,IN,INR,RTGS,2725,6,True,IN3995253545,00:00-23:59,False,2697,2697,,2025-02-18 22:00:59
Postbank,DE,EUR,SEPA,1019,19,True,ITQVGB9DG8T,00:00-23:59,False,66,66,,2025-01-01 19:19:39
Nationwide,UK,USD,CHAPS,987,11,True,WJSLGBHW,08:00-16:00,False,1313,1313,,2025-04-08 21:42:55
Santander UK,UK,GBP,CHAPS,2037,19,True,IMWRGB3K,08:00-16:00,False,340,340,,2025-03-04 14:39:59
NatWest,UK,GBP,CHAPS,1355,4,True,JTJZGB9L,08:00-16:00,False,266,266,,2025-02-06 13:56:28
ICICI Bank,IN,INR,NEFT,990,7,True,IN0570687901,08:00-19:00,False,174,174,,2025-01-10 13:52:07
Fidor Bank,DE,EUR,ELIXIR,2817,4,False,XDQXGB466E4,08:00-16:00,False,221,221,,2025-02-18 02:36:10
Landesbank Hessen-Th�ringen,DE,EUR,ELIXIR,3538,12,True,ZEOIGBRCTSW,08:00-16:00,False,260,260,,2025-02-14 18:34:35
Andhra Bank,IN,INR,IMPS,1285,11,True,IN8202425559,00:00-23:59,False,1685,1685,,2025-01-31 10:27:02
National Guyana Bank,GY,RWF,DOMESTIC_RAIL,1830,16,True,BRTBGB88,08:00-17:00,False,181,181,,2025-02-11 13:06:31
First Bank of the West,US,USD,Fedwire,1027,14,True,593217899,08:30-17:00,True,2591,2591,,2025-04-05 16:09:45
TD Bank,US,USD,ACH,678,6,True,011309760,00:00-23:59,False,123,123,,2025-03-04 03:50:57
National Sri Lanka Bank,LK,LKR,DOMESTIC_RAIL,675,19,False,IFADGBTZ,08:00-17:00,False,283,283,,2025-03-12 14:26:34
First National Bank,US,USD,Fedwire,2402,12,True,814094929,08:30-17:00,False,2541,2541,,2025-03-28 21:01:31
Hamburg Commercial Bank,DE,EUR,ELIXIR,582,8,True,WCXUGBFO,08:00-16:00,False,256,256,,2025-02-10 23:41:51
Deutsche Bank,DE,EUR,ELIXIR,2552,16,True,ITCZGBOC,08:00-16:00,False,160,160,,2025-03-07 15:52:02
Volkswagen Bank,DE,EUR,SEPA,3197,9,True,ATMQGBQ7G2T,00:00-23:59,False,23,23,,2025-01-13 08:32:34
ING,DE,EUR,SEPA,601,17,True,RRDVGBHYLBJ,00:00-23:59,False,51,51,,2025-04-18 12:50:23
HSBC,UK,GBP,CHAPS,1906,12,True,SNPMGBXIK1B,08:00-16:00,True,195,195,,2025-02-16 21:37:07
UniCredit Bank AG,DE,EUR,ELIXIR,3021,3,True,UELNGB90,08:00-16:00,True,167,167,,2025-03-30 13:44:14
NatWest,UK,GBP,CHAPS,1152,16,True,TPICGB2THY7,08:00-16:00,False,171,171,,2025-02-26 23:31:52
BMO Harris Bank,US,USD,CHIPS,1403,8,True,355060434,00:00-23:59,False,1092,1092,,2025-02-05 07:04:22
State Bank of India (SBI),IN,INR,UPI,350,10,True,IN1923809019,00:00-23:59,False,57,57,,2025-04-22 03:09:04
Kuwait Bank,KW,DKK,DOMESTIC_RAIL,3259,4,True,SXORGB3Q,08:00-17:00,False,160,160,,2025-04-23 12:22:21
Postbank,DE,EUR,ELIXIR,2964,20,True,ZVYBGBLK,08:00-16:00,False,320,320,,2025-01-29 22:51:42
Volkswagen Bank,DE,EUR,ELIXIR,2161,19,True,QIQCGBV6C5S,08:00-16:00,True,1232,1232,,2025-01-18 09:50:13
Volksbank,DE,USD,SEPA,2700,16,True,KKAWGBM9,00:00-23:59,False,1110,1110,,2025-02-21 18:07:22
Guyana Bank,GY,RWF,DOMESTIC_RAIL,3569,10,True,BFAEGBEGDY8,08:00-17:00,False,260,260,,2025-04-07 09:00:28
N26,DE,EUR,ELIXIR,554,2,True,POCNGB1DEUR,08:00-16:00,False,191,191,,2025-04-10 13:54:25
New Bank of India,IN,INR,IMPS,679,14,True,IN6467697378,00:00-23:59,True,1517,1517,,2025-03-22 00:08:10
Kuwait Bank,KW,DKK,DOMESTIC_RAIL,3293,13,True,BBUKGB05,08:00-17:00,True,152,152,,2025-03-01 03:44:30
